,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
New Property,Marina del Viento,,300 King Point Drive,Sunny Isles Beach,FL,33160,FF,Bryan,  128 ,10/21/2024,10/21/24,12/18/24,,Ops,,marinadelmar-PM@pegasusresidential.com,,SaaS,$160.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHl6qIAD,,,Wandalis Sanchez,marinadelmar-PM@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
New Property,Palmetto Place,,9601 SW 142nd Ave,Miami,FL,33186,FF,Bryan,  416 ,10/21/2024,10/21/24,12/18/24,,ops,,palmettoplace-pm@pegasusresidential.com,,SaaS,$520.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHukuIAD,,,"Mark, Nicole",palmettoplace-pm@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
New Property,Royal Pointe Apartments,,1749 Lacrosse Drive,Virginia Beach,VA,23464,FF,Bryan,  208 ,10/21/2024,10/21/24,12/18/24,,ops,,royalpointeapts-pm@pegasusresidential.com,,SaaS,$260.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHX4YIAX,,,Arlesure Walker,royalpointeapts-pm@pegasusresidential.com,rguerrero@pegasusresidential.com,,,#N/A
New Property,Spring Water,,1205 Colgin Dr,Virginia Beach,VA,23455,FF,Kristen,  252 ,10/21/2024,10/21/24,12/18/24,,ops,,springwater-pm@pegasusresidential.com,,SaaS,$315.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHYfKIAX,,,Camellia Scott,springwater-pm@pegasusresidential.com,rguerrero@pegasusresidential.com,,,#N/A
New Property,Copper Mill,,2400 Copper Mill Trace,Richmond,VA,23294,FF,Kristen,  192 ,10/21/2024,10/21/24,12/18/24,,Ops,,CopperMill-pm@pegasusresidential.com,,SaaS,$240.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHgf1IAD,,,Meredith Hughes,CopperMill-pm@pegasusresidential.com,rsteel@pegasusresidential.com,,,#N/A
New Property,Hickory Creek,,2344 Hickory Creek Drive,Richmond,VA,23294,FF,Kristen,  294 ,10/21/2024,10/21/24,12/18/24,,Ops,,hickorycreek-pm@pegasusresidential.com,,SaaS,$367.50,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHPE5IAP,,,"Hughes, Meredith",hickorycreek-pm@pegasusresidential.com,rsteel@pegasusresidential.com,,,#N/A
New Property,Point at Beaufont I & II,,6839 Carnation St,Richmond,VA,23225,FF,Kristen,  312 ,10/21/2024,10/21/24,12/18/24,,Ops,,PointatBeaufont-pm@pegasusresidential.com,,SaaS,$390.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHVamIAH,,,"Elrod, Kelly",PointatBeaufont-pm@pegasusresidential.com,rsteel@pegasusresidential.com,,,#N/A
New Property,Union Terminal Warehouse,,700 E Union Street,Jacksonville,FL,32206,FF,Brooke,  228 ,10/21/2024,10/21/24,12/18/24,,Ops,,utw-pm@pegasusnext.com,,SaaS,$285.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HJ708IAD,,,TBD,utw-pm@pegasusnext.com,sdougherty@pegasusresidential.com,,,#N/A
New Property,Cottages at Morganfield,,3089 James Ct,Lake Charles,LA,70607,FF,Brooke,  157 ,10/21/2024,10/21/24,12/18/24,,Ops,,Morganfield-pm@pegasusresidential.com,,SaaS,$196.25,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CQcCTYA1,,,"Aron, Ashley T.",Morganfield-pm@pegasusresidential.com,blolan@pegasusresidential.com,,,#N/A
New Property,Reserve at River Place,,5530 Ambassador Caffrey Blvd.,Youngsville,LA,70592,FF,Brooke,  240 ,10/21/2024,10/21/24,12/18/24,,,,reserveatriverplace-cm@pegasusresidential.com,,SaaS,$300.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHWWkIAP,,,"Comeaux, Blair",reserveatriverplace-cm@pegasusresidential.com,blolan@pegasusresidential.com,,,#N/A
New Property,Station at Fleming Island,,1757 Theodora Ln,Fleming Island,FL,32003,FF,Brooke,  180 ,10/21/2024,10/21/24,12/18/24,,ops,,StationFlemmingIsland-PM@pegasusresidential.com,,SaaS,$225.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHYclIAH,,,"Beaudry, Kylee R.",StationFlemmingIsland-PM@pegasusresidential.com (blocked),cduncan@pegasusresidential.com,,,#N/A
New Property,Cloisters at Carolina Forest,,2118 Silvercrest Dr.,Myrtle Beach,SC,29579,FF,Brooke,  152 ,10/21/2024,10/21/24,12/18/24,,Ops,,cloistersatcarolinaforest-cm@pegasusresidential.com,,SaaS,$190.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHgKzIAL,,,De'Ebony Hartsfield,cloistersatcarolinaforest-cm@pegasusresidential.com,hhelms@pegasusresidential.com,,,#N/A
New Property,Durham Park Townhomes I & II,,100 Durham Park Way,Pooler,GA,31322,FF,Brooke,  177 ,10/21/2024,10/21/24,12/18/24,,Ops,,durhamparkth-cm@pegasusresidential.com,,SaaS,$221.25,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHLzsIAH,,,"Stout, Casey",durhamparkth-cm@pegasusresidential.com,hhelms@pegasusresidential.com,,,#N/A
New Property,Avion Apartments,,12525 Tibbets Lane,Jacksonville,FL,32218,FF,Brooke,  320 ,10/21/2024,10/21/24,12/18/24,,Ops,,avion-pm@pegasusresidential.com,,SaaS,$400.00,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CQrBRYA1,,,Sabrina Burch,avion-pm@pegasusresidential.com,mrivera@pegasusresidential.com,,,#N/A
New Property,Cottage Grove Apartments,,614 Peninsula Dr,Newport News,VA,23605-2928,,Brooke,552,10/21/2024,10/21/2024,12/18/24,Cancel retraction,Ops,,ekirchmeyer@pegasusresidential.com,,SaaS,$690.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHL6cIAH,,,,,,,,
New Property,Cambridge Apartments,,360 Piccadilly Square,Athens,GA,30605,FF,Brooke,  180 ,10/21/2024,10/21/24,12/18/24,,Ops,,cambridge-cm@pegasusresidential.com,,SaaS,$225.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHJCiIAP,,,"Kelly, Christopher B.",cambridge-cm@pegasusresidential.com,rbrown@pegasusresidential.com,,,#N/A
New Property,Trails at Hunter Pointe,,1006 Beaty Blvd,Gallatin,TN,37066,KR,Kristen,  216 ,10/21/2024,10/21/2024,10/21/2024,,,,mdeloach@rrliving.com,,SaaS,$313.20,,Find Contract,RR Living,a01Dn00000HHsJcIAL,,,TBD,TBD,mdeloach@rrliving.com,,,#N/A
New Property,Windsor Estates,,2801 FM 2004 Rd,Texas City,TX,77591,KR,Kristen,  400 ,10/21/2024,10/21/2024,10/21/2024,,,,windsorestates.mgr@rrliving.com,,SaaS,$580.00,,Find Contract,RR Living,a01Dn00000HHcP5IAL,,,Stephanie Ducker,windsorestates.mgr@rrliving.com,jgerbino@rrliving.com,,,#N/A
New Property,Baystone,,800 W Nasa Pkwy,Webster,TX,77598,KR,Kristen,  290 ,10/21/2024,10/21/2024,10/21/2024,,,,RRLinvoices@avidbill.com,,SaaS,$420.50,,Find Contract,RR Living,a01Dn00000HHHmYIAX,,,Sheree Mena,baystone.mgr@rrliving.com,jgerbino@rrliving.com,,,#N/A
New Property,Falls at Spring Creek,,1900 Wesleyan Dr,Macon,GA,31210,KR,Kristen,  296 ,10/21/2024,10/21/2024,10/21/2024,,,,mdeloach@rrliving.com,,SaaS,$429.20,,Find Contract,RR Living,a01Dn00000HHhvOIAT,,,Krystal Bell,kbell@rrliving.com,mdeloach@rrliving.com,,,#N/A
New Property,Legacy at River Crossing,,1800 Wesleyan Dr,Macon,GA,31210,KR,Kristen,  200 ,10/21/2024,10/21/2024,10/21/2024,,,,mdeloach@rrliving.com,,SaaS,$290.00,,Find Contract,RR Living,a01Dn00000HHkV8IAL,,,Andrea Clark,legacyrivercrossing.mgr@rrliving.com,mdeloach@rrliving.com,,,#N/A
New Property,Los Alamitos Luxury Apartments,,3342 West Cerritos Ave,Los Alamitos,CA,90720,DC,Terene,  107 ,10/21/2024,,,,,,ccasarez@sares-regis.com,,SaaS,$160.50,,30 day out,Sares Regis Group,a01Dn00000HHRetIAH,,,Candice Casarez,ccasarez@sares-regis.com,bwhitcomb@sares-regis.com,,,YES
New Property,La Verne Village Luxury Apartments,,2855 Foothill Blvd,La Verne,CA,91750,DC,Terene,  172 ,10/21/2024,,,,,,cflores@sares-regis.com,,SaaS,$258.00,,30 day out,Sares Regis Group,a01Dn00000HHkDgIAL,,,Cassandra Flores,cflores@sares-regis.com,bwhitcomb@sares-regis.com,,,#N/A
New Property,Reveal Hackensack,,414 Hackensack Avenue,Hackensack,NJ,7601,FF,Terene,  226 ,10/21/2024,Opt out,3/25/25,,,,mtoscano@berkshireresi.com,,SaaS,$282.50,,12 month annual (COM Exempt),Berkshire Residential,a01Dn00000HHHWYIA5,,,Michael Toscano,mtoscano@berkshireresi.com,moppenheim@berkshireresi.com,,,YES
New Property,Museum Tower Apts.,,525 S Church St,Charlotte,NC,28207,LS,Jarrod,  394 ,10/21/2024,11/21/24,11/21/24,,Ops,,mick.hix@nwravin.com,,SaaS,$551.60,,Find Contract,Northwood Ravin,a01Dn00000HHm1wIAD,,,Rachel Schneider,rachel.schneider@nwravin.com,mick.hix@nwravin.com,,,#N/A
New Property,Dorsey,,286 NW 29th St,Miami,FL,33127,FF,Jarrod,  306 ,10/21/2024,,7/29/25,,Ops,,wandalis.sanchez@relatedgroup.com,,SaaS,$459.00,,30 day out,Related,a01Dn00000HHM76IAH,,,Javier Soto,dorseymgr@relatedgroup.com,wandalis.sanchez@relatedgroup.com,,,YES
New Property,Render Legacy Trail,,15560 Render Way,Nokomis,FL,34275,FF,Jarrod,  450 ,10/21/2024,,,,,,RenderLegacyTrail@BainbridgeRE.com,,SaaS,$652.50,,30 dayout (month to month),Bainbridge Companies,a01UL00000CZzT9YAL,,,Ash Reichardt,areichardt@bainbridgere.com,adunaway@bainbridgere.com,,,#N/A
New Property,The Noble,,200 Spring Garden St,Philadelphia,PA,19123,KC,Terene,  360 ,10/22/2024,10/22/2024,,,GCB,,thenobleamgr@greystar.com,,SaaS,$450.00,,30 day out,Greystar,a01Dn00000HJGyeIAH,,,Tierney Ulmer,tierney.ulmer@greystar.com,lee.senior@greystar.com,,,#N/A
New Property,Bay Vista,,522 Hancock Ave,Corpus Christi,TX,78404,KR,Kristen,  333 ,10/22/2024,10/22/2024,10/22/2024,,,,amyb@rrliving.com,,SaaS,$482.85,,Find Contract,RR Living,a01Dn00000HHedgIAD,,,Brittani Reimer,bayvista.mgr@rrliving.com,amyb@rrliving.com,,,#N/A
New Property,Second and Main,,207 Main St,Renton,WA,98057,DC,Terene,  107 ,10/22/2024,1/31/25,1/31/25,,,,secondandmain@alliedresidential.com,,SaaS,$160.50,,Find Contract,Allied Residential,a01Dn00000HHkmgIAD,,,Maria Le Master,secondandmain@alliedresidential.com,lmichael@alliedresidential.com,,,#N/A
New Property,Villas in Bellevue,,595 156th AVE SE,Bellevue,WA,98007,DC,Terene,  90 ,10/22/2024,1/31/25,1/31/25,,,,villas@alliedresidential.com,,SaaS,$135.00,,Find Contract,Allied Residential,a01Dn00000HHswLIAT,,,Alyssa Ullburg,villas@alliedresidential.com,lmichael@alliedresidential.com,,,#N/A
New Property,Redmond Square Apartments,,7977 170th Avenue Northeast,Redmond,WA,98052,DC,Terene,  156 ,10/22/2024,11/20/24,11/20/24,,,,redmondsquare@alliedresidential.com,,SaaS,$234.00,,Find Contract,Allied Residential,a01Dn00000HHpA5IAL,,,Richard Brown,redmondsquare@alliedresidential.com,lmichael@alliedresidential.com,,,#N/A
Win Back (over 90 days),Flagler Crossing Phase I,Flagler Crossing,725 Flagler Crossing Drive,St. Augustine,FL,32084,FF,Matt,  330 ,10/23/2024,12/18/24,12/18/24,,,,,,SaaS,$412.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01UL00000Cd5TxYAJ,,,Theresa Burbage,t.burbage@zrsmanagement.com,jevancho@zrsmanagement.com,,,#N/A
COM (under 90 days),Aura Seaside,,1400 S Dixie Hwy,Lantana,FL,33462,FF,Matt,  250 ,10/23/2024,10/28/2024,12/18/24,,Ops,,,,SaaS,$312.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HHHOsIAP,,,Sharlene Cupelli,scupelli@zrsmanagement.com,jld@zrsmanagement.com,,,#N/A
New Property,Corner on Main,,1148 North Main Street,Jacksonville,FL,32206,FF,Matt,  202 ,10/23/2024,10/23/2024,12/18/24,,Ops,,,RealPage,SaaS,$252.50,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CfXCPYA3,,,Mark Dorsett,corneronmain-pm@pegasusresidential.com,mrivera@pegasusresidential.com,,,#N/A
New Property,Vivo Living Durham,,2517 Guess Rd,Durham,NC,27705,AP,Jarrod,  183 ,10/23/2024,10/23/2024,1/28/25,,,,,,SaaS,$274.50,,Find Contract,CommonPlace,a01Dn00000HJJwkIAH,,,Peyton Sudheimer,"psudheimer@vivoliving.com,",sknight@vivoliving.com,,,#N/A
New Property,Marlowe South Las Vegas,,11210 South Las Vegas Boulevard,Las Vegas,NV,89183,DC,Terene,  324 ,10/23/2024,,5/6/25,,GCB,,marloweslvmgr@greystar.com,,SaaS,$405.00,,30 day out,Greystar,a01UL00000CgivOYAR,,,Krystal Lozano,marloweslvmgr@greystar.com,joseph.labonte@greystar.com,,,#N/A
COM (under 90 days),360 Huguenot,,360 Huguenot Street,New Rochelle,NY,10801,KC,Terene,  280 ,10/25/2024,,5/6/25,,GCB,,360huguenotmgr@greystar.com,,SaaS,$350.00,,30 day out,Greystar,a01UL00000CjFTsYAN,,,Patara Clarke,360huguenotmgr@greystar.com,TBD,,,#N/A
New Property,Norwood,,536 Johns Road Northwest,Huntsville,AL,35806,FF,Jarrod,  177 ,10/25/2024,,,,,,fthomas@liverangewater.com,,SaaS,$221.25,,30 day out,RangeWater Real Estate,a01UL00000CktllYAB,,,Breanna Smith,breanna.smith@liverangewater.com,vmichael@liverangewater.com,,,#N/A
New Property,2803 Riverside,,2803 Riverside Parkway,Grand Prairie,TX,75050,FF,Ella,  436 ,10/25/2024,,4/10/2025,,,,dlowery@apcompanies.com,Yardi,SaaS,$610.40,,30 day out,Atlantic Pacific Companies,a01Dn00000HHdOgIAL,,,Keisha Cole,2803riversidemgr@apcompanies.com,dlowery@apcompanies.com,,,#N/A
New Property,The Atlantic Ashford,,3716 Ashford Dunwoody Rd NE,Atlanta,GA,30319,FF,Ella,  222 ,10/25/2024,,4/10/2025,,,,agrissom@apcompanies.com,Yardi,SaaS,$310.80,,30 day out,Atlantic Pacific Companies,a01Dn00000HHeQKIA1,,,Tammy Sims,ashfordmgr@apcompanies.com,agrissom@apcompanies.com,,,#N/A
New Property,The Atlantic Bridgemill,,1000 Preston Glen Cir,Canton,GA,30114,FF,Ella,  236 ,10/25/2024,,4/10/2025,,,,iwhittington@apcompanies.com,Yardi,SaaS,$330.40,,30 day out,Atlantic Pacific Companies,a01Dn00000HHeQNIA1,,,Teegan McCooey,bridgemillmgr@apcompanies.com,iwhittington@apcompanies.com,,,#N/A
New Property,The Atlantic Preserve,,10900 Northwest 17th Street,Plantation,FL,33322,FF,Ella,  300 ,10/25/2024,,4/10/2025,,VendorCafe,,ataylhardat@apcompanies.com,Yardi,SaaS,$420.00,,30 day out,Atlantic Pacific Companies,a01Dn00000HHshFIAT,,,Jasmin Nelson,preservemgr@apcompanies.com,ataylhardat@apcompanies.com,,,#N/A
COM (under 90 days),806 Southwinds Point,Southwinds Point,50 Evergreen Way,Stockbridge,GA,30281,FF,Jarrod,  216 ,10/28/2024,10/28/2024,12/18/24,,Ops,,mspellman@pegasusresidential.com,RealPage,SaaS,$270.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHqvoIAD,,,Karen Jones,southwindspoint-pm@pegasusnext.com,mspellman@pegasusresidential.com,,,#N/A
New Property,The Rivet,,2050 Market Street,Reno,NV,89502,DC,Terene,  217 ,10/28/2024,,,,Vendor Cafe,,,,SaaS,$271.25,,STRATEGIC,Avenue5 Residential,a01UL00000An9UIYAZ,,,Kimberly Reyes,kreyes@avenue5.com,kstanley@avenue5.com,,,#N/A
New Property,Palmera Chula Vista,,1225 Broadway,Chula Vista,CA,91911,DC,Matt,  156 ,10/30/2024,10/30/2024,,,GCB,,,,SaaS,$195.00,,30 day out,Greystar,a01UL00000CtN6kYAF,,,Bertha Pichardo,bertha.pichardo@greystar.com,avonte.kinghenry@greystar.com,,,#N/A
COM (under 90 days),The Clarkson at Centennial Hills,Elysian at Centennial,8360 Montecito Pointe Hills,Las Vegas,NV,89149,DC,Terene,  306 ,10/30/2024,,,,,,,,SaaS,$382.50,,30 day out,RPM Living,a01Dn00000HHMXxIAP,,,Patrice Moore,patrice.moore@rpmliving.com,lora.snyder@rpmliving.com,,,#N/A
New Property,Lakesound,,3500 Farm to Market Road 2181,Hickory Creek,TX,75065,BB,Matt,  360 ,10/30/2024,10/30/2024,,,GCB,,,Yardi,SaaS,$450.00,,30 day out,Greystar,a01UL00000CufmOYAR,,,Jeffrey Futrell,lakesoundmgr@greystar.com,tony.bracciale@greystar.com,,,#N/A
New Property,215 W Washington,,215 W Washington St,Chicago,IL,60606,DC,Terene,  387 ,10/30/2024,,8/12/25,,,,215westmgr@willowbridgepc.com,,SaaS,$522.45,,30 day out,Lincoln Property Co (Willow Bridge),a01Dn00000HHdHwIAL,,,Abigael Friling,215westmgr@willowbridgepc.com,ntjohnson@willowbridgepc.com,,,#N/A
New Property,"712 Tucker Apartments
 ",,712 Tucker St,Raleigh,NC,27603,JK,Terene,  181 ,10/30/2024,,4/29/25,,,,afogarty@grubbventures.com,,SaaS,$271.50,,30 day out,Grubb Ventures,a01Dn00000HHFn4IAH,,,AnnMarie Fogarty,afogarty@grubbventures.com,cgarrard@grubbventures.com,,,#N/A
New Property,Corban Discovery,,2650 Discovery Blvd,Rockwall,TX,75032,DC,Terene,  260 ,10/30/2024,,,,Vendor Cafe,,pm.corbandiscovery@avcenue5apt.com,,SaaS,$325.00,,30 day out,Avenue5 Residential,a01UL00000CfrFxYAJ,,,Vivian Mier,pm.corbandiscovery@avcenue5apt.com,ntrejo@avenue5.com,,,#N/A
New Property,Mercer Union Station,,2059 19th St,Denver,CO,80202,DC,Terene,  232 ,10/30/2024,,5/6/25,,GCB,,mercermgr@greystar.com,,SaaS,$290.00,,30 day out,Greystar,a01Dn00000HJ2pdIAD,,,Mysti Duarte,mercermgr@greystar.com,vanessa.thrasher@greystar.com,,,#N/A
New Property,Creekside at Asheville,,100 Village Creek Dr,Asheville,NC,28806,BB,Jodi,  62 ,10/30/2024,10/30/2024,,,,,,Yardi,SaaS,$93.00,$100.00,30 day out (month to month),URS Capital Partners,a01Dn00000HJJ3iIAH,,,Lauren Stanton,lstanton@urspm.com,mbennett@urscapitalpartners.com,,,#N/A
New Property,Creekside at Arden,,200 Park South Blvd,Arden,NC,28704,BB,Jodi,  74 ,10/30/2024,10/30/2024,,,,,,Yardi,SaaS,$111.00,,30 day out (month to month),URS Capital Partners,a01Dn00000HJCi4IAH,,,Lauren Stanton,lstanton@urspm.com,mbennett@urscapitalpartners.com,,,#N/A
New Property,Creekside at Weaverville,,100 Flat Creek Village Drive,Weaverville,NC,28787,BB,Jodi,  50 ,10/30/2024,10/30/2024,,,,,,Yardi,SaaS,$75.00,$100.00,30 day out (month to month),URS Capital Partners,a01UL00000BaUdxYAF,,,Lauren Stanton,lstanton@urspm.com,mbennett@urscapitalpartners.com,,,#N/A
COM (under 90 days),Provence at Valencia,,28160 McBean Parkway,Valencia,CA,91354,DC,Matt,  360 ,10/31/2024,,,,,,,RealPage,SaaS,$540.00,,30 day out,Sares Regis Group,a01Dn00000HHW6fIAH,,,Jacob Herrera,jherrera@sares-regis.com,mfernandez@sares-regis.com,,,#N/A
New Property,Boulder Creek Apartments ,,4005 Moorpark Ct,Sun Valley,NV,89433,DC,Matt,  250 ,10/31/2024,11/27/2024,,,,,,Yardi,SaaS,$312.50,,30 day out,Latitude Property Management,a01Dn00000HHIj7IAH,,,Kristine Warfiled,bouldercreekcm@latitudepmgmt.com,afye@latitudepmgmt.com,,,#N/A
New Property,Sagewind Ranch,,43501 Oleander Street,Lancaster,CA,93535,DC,Jodi,  172 ,10/30/2024,4/3/2025,4/3/2025,,,,,Yardi,SaaS,$215.00,,30 day out,Greystar,a01UL00000CvmdhYAB,,,Jen Wynn,sagewindranchmgr@greystar.com,sabrina.vaughn@greystar.com,,,#N/A
New Property,Modera Newton,,2 Los Angeles Street,Newton,MA,2458,DC,Jarrod,  205 ,10/30/2024,,,,,,moderanewton@millcreekplaces.com,Entrata,SaaS,$307.50,,30 day out,Mill Creek Residential,a01UL00000C0Wx3YAF,,,TBD,moderanewton@millcreekplaces.com,lpenney@mcrtrust.com,,,#N/A
New Property,Femme Rising,,1927 Northwest Kearney Street,Portland,OR,97209,AP,Jarrod,  1 ,10/31/2024,,4/29/25,,,,,,PPR,$100.00,,30 day out,Femme Rising,a01UL00000CBklRYAT,,,Ella Quinney,ella@femmerising.studio,ella@femmerising.studio,,,#N/A
New Property,The Highley House,,2150 N Miami Ave,Miami,FL,33127,MJ,Jarrod,  304 ,10/31/2024,3/18/25,3/18/25,,,,highleyhousemgr@relatedgroup.com,,SaaS,$456.00,,Find Contract,Related,a01Dn00000HIyHzIAL,,,Yuni Tintera,highleyhousemgr@relatedgroup.com,max.stamos@relatedgroup.com,,,#N/A
New Property,EnV Chicago,,161 W Kinzie St,Chicago,IL,60654,DC,Terene,  249 ,10/31/2024,,7/29/25,,VendorCafe,,,,SaaS,$373.50,,30 day out,Bozzuto Management,a01Dn00000HHMdvIAH,,,Allison Kolman,allison.kolman@bozzuto.com,kerry.slickmeyer@bozzuto.com,,,#N/A
New Property,Grand At Cibolo Apartments,,211 Grand Ave,Cibolo,TX,78108,BB,Jarrod,  264 ,11/1/2024,,,,,,kellie.montoya@cushwake.com,,SaaS,$330.00,,30 day out,Cushman & Wakefield,a01Dn00000HJMxAIAX,,,Yazmin De Saracho,grandatcibolomgr@cushwake.com,kellie.montoya@cushwake.com,,,#N/A
New Property,3ZERO3,,303 Battery Street,Seattle,WA,98121,,Terene,  112 ,11/1/2024,,,,Vendor Cafe,,pm.3zero3@avenue5apt.com,,SaaS,$140.00,,30 day out,Avenue5 Residential,a01Dn00000HIudDIAT,,,Mallie Floresca,pm.3zero3@avenue5apt.com,kmarquis@avenue5.com,,,#N/A
New Property,The Quinn at Anna,,125 S Sandridge Blvd,Anna,TX,75409,BB,Jodi,  317 ,11/4/2024,11/4/2024,,,,,,,SaaS,$475.50,,Find Contract,Asset Living,a01Dn00000HJAsKIAX,,,Siska Willis,siska.willis@assetliving.com,Maria.Leiva@assetliving.com,,,#N/A
New Property,Advenir at Adams Farm,,1338 Adams Farm Parkway,Greensboro,NC,27407,FF,Terene,  420 ,11/4/2024,,6/23/2025,,,,adamsfarm@advenirliving.com,,PPR,$125.00,4500 across portfolio,12 month annual (COM exempt),Advenir Azora Living LLC,a01UL00000D5tduYAB,,,Crystal Amber Short,adamsfarm@advenirliving.com,dustin@advenirliving.com,,,#N/A
New Property,Advenir at Station 121,,2000 2nd Avenue,South Birmingham,AL,35233,FF,Terene,  255 ,11/4/2024,,6/23/2025,,,,station121@advenirliving.com,,PPR,$125.00,4500 across portfolio,12 month annual (COM exempt),Advenir Azora Living LLC,a01UL00000D5tZ4YAJ,,,TBD,station121@advenirliving.com,dustin@advenirliving.com,,,#N/A
New Property,The Brentwood,,5700 Grover Ave,Austin,TX,78756,DC,Terene,  274 ,11/4/2024,,,,Vendor Cafe,,pm.thebrentwood@avenue5apt.com,,SaaS,$342.50,,30 day out,Avenue5 Residential,a01Dn00000HIu7yIAD,,,Monica Reyes,pm.thebrentwood@avenue5apt.com,jperry@avenue5.com,,,#N/A
New Property,Journee,,215 N San Fernando Rd,Los Angeles,CA,90031,DC,Jodi,  81 ,11/5/2024,,,,,,accountspayable@oropropertiesla.com,AppFolio,SaaS,$121.50,,60 day out (COM exempt),ORO Properties LA,a01Dn00000HJHrpIAH,,,Miranda Hassan,journee@oropropertiesla.com,supervisor@oropropertiesla.com,,,#N/A
New Property,The Charles,,160 South Mattie M Kelly Blvd,Destin,FL,32541,JK,Matt,  192 ,11/5/2024,,5/6/25,,GCB,,,,SaaS,$240.00,,30 day out,Greystar,a01Dn00000HHg4rIAD,,,Amber Feliz,thecharlesfl@greystar.com,christina.rightley@greystar.com,,,#N/A
New Property,Vue at 3600 Apartments,,3600 Sierra Ridge Av,Richmond,CA,94806,DC,Terene,  240 ,11/5/2024,,4/29/25,,Ops,,,,SaaS,$360.00,,30 day out,Sack Properties,a01Dn00000HHbD2IAL,,,Chloe Helton,chelton@sackmgmt.com,svargas@sackmgmt.com,,,#N/A
New Property,Aurum,,2055 Main St,Irvine ,CA,92614,FF,Terene,  178 ,11/5/2024,,5/6/25,,GCB,,garrett.okitaabe@greystar.com,,SaaS,$222.50,,30 day out,Greystar,a01Dn00000HJBIiIAP,,,Garrett Okita-Abe,garrett.okitaabe@greystar.com,mnaoumsmith@greystar.com,,,#N/A
New Property,Monte Carlo,,13970 Panay Way,Marina Del Rey,CA,90292,FF,Terene,  60 ,11/5/2024,4/3/2025,4/3/2025,,GCB,,rivieracollectionmgr@greystar.com,,SaaS,$75.00,,30 day out,Greystar,a01Dn00000HHleuIAD,,,Eddie Mares,rivieracollectionmgr@greystar.com,TBD,,,#N/A
New Property,Yardly Cross Creek Meadows,,1320 Old Glendenning Road,Celina,TX,75009,BB,Matt,  266 ,11/5/2024,11/19/24,,,GCB,,yardlyccmgr@greystar.com,,SaaS,$332.50,,30 day out,Greystar,a01UL00000D8pfNYAR,,,Stormy Cox,yardlyccmgr@greystar.com,meghan.nelson@greystar.com,,,#N/A
New Property,Adderley,,501 NW 7th Ave,Fort Lauderdale,FL,33311,JK,Matt,  417 ,11/5/2024,12/18/24,12/18/24,,Ops,,cwebster@zrsmanagement.com,,SaaS,$521.25,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HIzIcIAL,,,Crystal Webster,cwebster@zrsmanagement.com,cwebster@zrsmanagement.com,,,#N/A
New Property,Solaris House at Uptown ATX,,2800 Solaris Street,Austin,TX,78758,BB,Jarrod,  341 ,11/5/2024,12/18/24,12/18/24,,Ops,,solarishouse@zrsmanagement.com,,SaaS,$426.25,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01UL000003BVy1YAG,,,Anita Mixon,solarishouse@zrsmanagement.com,solarishouse@zrsmanagement.com,,,#N/A
New Property,The Lex at Brier Creek,,200 Wind River Pkwy,Morrisville,NC,27560,FF,Jarrod,  345 ,11/5/2024,,5/6/25,,GCB,,kgreen@greystar.com,,SaaS,$431.25,,30 day out,Greystar,a01Dn00000HHR8ZIAX,,,Karen Green,kgreen@greystar.com,kgreen@greystar.com,,,#N/A
